"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"76","169.89972279496433","56.30283337131129","0.009033203125","0.010986328125","0.007080078125","2280","0.000330639898470174","32","0.000330639898470174","0","0.000330639898470174","0.000330639898470174","81:0.002870069704289907;61:0.0022734573795184787","81:68;61:68","81:0.0037621639466105528;61:0.002293539945845219","0.009033203125","0.007080078125","Yes"
"77","245.364158273002","200.186814381575","0.009521484375","0.008056640625","0.010986328125","2280","0.00018025476439157616","32","0.00018025476439157616","0","0.00018025476439157616","0.00018025476439157616","85:0.006025171290550746;65:0.0016609419903655942","85:68;65:68","85:0.00450001522732682;65:0.001406789223548116","0.009521484375","0.023681640625","Yes"
"78","196.7640385662781","36.51135977757113","0.0302734375","0.02734375","0.027099609375","2280","0.00029647726729818794","32","0.00029647726729818794","0","0.00029647726729818794","0.00029647726729818794","69:0.0020122991136662105;89:0.001741967185820148","69:68;89:68","69:0.002430660138443841;89:0.0019142160741747183","0.0302734375","0.03173828125","Yes"
"79","161.7092853141803","59.38142985914363","0.0107421875","0.00732421875","0.01416015625","2280","0.0003121069132773021","32","0.0003121069132773021","0","0.0003121069132773021","0.0003121069132773021","93:0.0012365609219867624;73:0.0011725109976432335","93:68;73:68","93:0.0009818963784841706;73:0.0011648604365724902","0.0107421875","0.00537109375","Yes"
"80","223.89347904014824","180.07080205079774","0.0419921875","0.03173828125","0.05224609375","2280","0.00016016356101509528","32","0.00016016356101509528","0","0.00016016356101509528","0.00016016356101509528","81:0.002264486108585012","81:68","81:0.0033997852278441487","0.0419921875","0.20556640625","Yes"
"81","303.0759773721821","325.2779004634058","0.0089111328125","0.012451171875","0.00537109375","2280","0.000239880414393152","32","0.000239880414393152","0","0.000239880414393152","0.000239880414393152","80:0.002264486108585012;82:0.002980357698591951;76:0.002870069704289907","80:68;82:68;76:68","80:0.0033997852278441487;82:0.0033634602061311525;76:0.0037621639466105528","0.0089111328125","0.26904296875","Yes"
"82","242.14715246904314","325.0122296937147","0.0179443359375","0.0224609375","0.013427734375","2280","0.00015370179406650085","32","0.00015370179406650085","0","0.00015370179406650085","0.00015370179406650085","81:0.002980357698591951;83:0.0008794439242935381","81:68;83:68","81:0.0033634602061311525;83:0.000813105766286043","0.0179443359375","0.31103515625","Yes"
"83","418.0190259003221","252.15080142228513","0.030517578125","0.022216796875","0.038818359375","2280","0.0003279143558749328","32","0.0003279143558749328","0","0.0003279143558749328","0.0003279143558749328","96:0.0012294761115223818;82:0.0008794439242935381;84:0.0025361418280612225","96:68;82:68;84:68","96:0.001128563694522522;82:0.000813105766286043;84:0.0018246929610115648","0.030517578125","0.13330078125","Yes"
"84","148.33669149889357","83.27789055607708","0.0152587890625","0.015380859375","0.01513671875","2280","0.00036567333613761775","32","0.00036567333613761775","0","0.00036567333613761775","0.00036567333613761775","83:0.0025361418280612225;85:0.033465845217150764","83:68;85:68","83:0.0018246929610115648;85:0.04360416753249571","0.0152587890625","0.010498046875","Yes"
"85","164.63947094905944","111.78352378472496","0.0096435546875","0.009521484375","0.009765625","2280","0.0005900861000305204","32","0.0005900861000305204","0","0.0005900861000305204","0.0005900861000305204","77:0.006025171290550746;86:0.009623618561949071;84:0.033465845217150764","77:68;86:68;84:68","77:0.00450001522732682;86:0.006500973533948989;84:0.04360416753249571","0.0096435546875","0.130126953125","Yes"
"86","80.06658533129762","19.715014405142867","0.0052490234375","0.008056640625","0.00244140625","2280","0.0003030694881237162","32","0.0003030694881237162","0","0.0003030694881237162","0.0003030694881237162","85:0.009623618561949071;87:0.004760927872700965","85:68;87:68","85:0.006500973533948989;87:0.003596387082640984","0.0052490234375","0.009765625","Yes"
"87","135.5781994582747","85.13070456307082","0.0067138671875","0.010986328125","0.00244140625","2280","0.0002767714536591553","32","0.0002767714536591553","0","0.0002767714536591553","0.0002767714536591553","86:0.004760927872700965;88:0.0018517074859858984;97:0.0014666060619442922","86:68;88:68;97:68","86:0.003596387082640984;88:0.001838235720156095;97:0.0017424321252090536","0.0067138671875","0.013916015625","Yes"
"88","175.2352228744508","17.10309159517127","0.00634765625","0.0068359375","0.005859375","2280","0.0002570460896061041","32","0.0002570460896061041","0","0.0002570460896061041","0.0002570460896061041","87:0.0018517074859858984;89:0.001492934950891589","87:68;89:68","87:0.001838235720156095;89:0.0012238256021684657","0.00634765625","0.01611328125","Yes"
"89","300.4718933038353","162.41888847611233","0.0048828125","0.005615234375","0.004150390625","2280","0.0002388293404103101","32","0.0002388293404103101","0","0.0002388293404103101","0.0002388293404103101","90:0.0011583590901393659;88:0.001492934950891589;78:0.001741967185820148","90:68;88:68;78:68","90:0.0011529795764011475;88:0.0012238256021684657;78:0.0019142160741747183","0.0048828125","0.005126953125","Yes"
"90","243.0983899873587","117.1467523933421","0.01025390625","0.015380859375","0.005126953125","2280","0.006750011333955299","32","0.006750011333955299","0","0.006750011333955299","0.006750011333955299","89:0.0011583590901393659;91:0.001606414710670634","89:68;91:68","89:0.0011529795764011475;91:0.0015311563147892004","0.01025390625","0.016357421875","Yes"
"91","322.7573460689016","133.21693936772627","0.0048828125","0.003173828125","0.006591796875","2280","0.0003286053410161894","32","0.0003286053410161894","0","0.0003286053410161894","0.0003286053410161894","98:0.0018758302004853178;90:0.001606414710670634;92:0.0014351590018319427","98:68;90:68;92:68","98:0.0011875259006844663;90:0.0015311563147892004;92:0.0012671985115894902","0.0048828125","0.006591796875","Yes"
"92","361.6508838070196","327.7630943917124","0.019775390625","0.014892578125","0.024658203125","2280","0.00021419617115369912","32","0.00021419617115369912","0","0.00021419617115369912","0.00021419617115369912","91:0.0014351590018319427;93:0.0010682488552967717","91:68;93:68","91:0.0012671985115894902;93:0.0009306746477708294","0.019775390625","0.19091796875","Yes"
"93","338.5227910339617","131.5153475196927","0.007080078125","0.00732421875","0.0068359375","2280","0.0002214939404256789","32","0.0002214939404256789","0","0.0002214939404256789","0.0002214939404256789","94:0.0011006636182102625;79:0.0012365609219867624;92:0.0010682488552967717","94:68;79:68;92:68","94:0.0008685037132892537;79:0.0009818963784841706;92:0.0009306746477708294","0.007080078125","0.07080078125","Yes"
"94","299.40026980965007","264.2187059841844","0.0120849609375","0.010986328125","0.01318359375","2280","0.00013965681985395216","32","0.00013965681985395216","0","0.00013965681985395216","0.00013965681985395216","93:0.0011006636182102625;95:0.0012745509347350525","93:68;95:68","93:0.0008685037132892537;95:0.0010865418469727939","0.0120849609375","0.05712890625","Yes"
"95","222.84984364830757","341.0624337547133","0.0068359375","0.0078125","0.00830078125","2280","0.000294844650587208","32","0.000294844650587208","0","0.000294844650587208","0.000294844650587208","99:0.015486883231107584;94:0.0012745509347350525","99:68;94:68","99:0.016037356310313916;94:0.0010865418469727939","0.0068359375","0.03125","Yes"
"96","321.2288308995333","140.57988947469","0.00732421875","0.006103515625","0.008544921875","2280","0.0001840757380006109","32","0.0001840757380006109","0","0.0001840757380006109","0.0001840757380006109","83:0.0012294761115223818;103:0.001127858881235455","83:68;103:68","83:0.001128563694522522;103:0.001066052559645675","0.00732421875","0.5","Yes"
"97","223.59650036155122","51.97168638208012","0.0067138671875","0.008056640625","0.00537109375","2280","0.00016197861685308767","32","0.00016197861685308767","0","0.00016197861685308767","0.00016197861685308767","87:0.0014666060619442922;107:0.0014563407943836426","87:68;107:68","87:0.0017424321252090536;107:0.001222431005943797","0.0067138671875","0.007568359375","Yes"
"98","225.9561058364113","66.54070355561673","0.004150390625","0.00537109375","0.0029296875","2280","0.0003062208835663834","32","0.0003062208835663834","0","0.0003062208835663834","0.0003062208835663834","91:0.0018758302004853178;111:0.002888111074195343","91:68;111:68","91:0.0011875259006844663;111:0.0014284124285670607","0.004150390625","0.016357421875","Yes"
"99","164.2949144849765","164.78393516165687","0.0281982421875","0.02734375","0.029052734375","2280","0.00511685276729276","32","0.00511685276729276","0","0.00511685276729276","0.00511685276729276","115:0.018883793381831437;95:0.015486883231107584","115:68;95:68","115:0.01602729494444105;95:0.016037356310313916","0.0281982421875","0.155517578125","Yes"
"100","176.23895283217487","156.49664470629335","0.0084228515625","0.0078125","0.009033203125","2280","0.0003450220238646456","32","0.0003450220238646456","0","0.0003450220238646456","0.0003450220238646456","101:0.003027855288647102","101:68","101:0.0018472533401517333","0.0084228515625","0.18701171875","Yes"
"101","340.3258221273578","225.06350872824726","0.0113525390625","0.015869140625","0.0068359375","2280","0.0002616639093798588","32","0.0002616639093798588","0","0.0002616639093798588","0.0002616639093798588","100:0.003027855288647102;116:0.002199723391427877;102:0.0021040764179020843","100:68;116:68;102:68","100:0.0018472533401517333;116:0.0022271850009265293;102:0.0014078392657371486","0.0113525390625","0.03564453125","Yes"
"102","343.51193837664596","225.06795995271926","0.018798828125","0.03564453125","0.001953125","2280","0.00022424806109896115","32","0.00022424806109896115","0","0.00022424806109896115","0.00022424806109896115","101:0.0021040764179020843;103:0.001344188919699979","101:68;103:68","101:0.0014078392657371486;103:0.0011647911960709079","0.018798828125","0.492919921875","Yes"
"103","303.39825851077416","88.1192103336311","0.0235595703125","0.015869140625","0.03125","2280","0.0002863815386208529","32","0.0002863815386208529","0","0.0002863815386208529","0.0002863815386208529","104:0.001875294207486583;96:0.001127858881235455;102:0.001344188919699979","104:68;96:68;102:68","104:0.0014661550101347232;96:0.001066052559645675;102:0.0011647911960709079","0.0235595703125","0.119140625","Yes"
"104","136.043217623652","148.47990229001348","0.00537109375","0.0068359375","0.00390625","2280","0.00047934290242141283","32","0.00047934290242141283","0","0.00047934290242141283","0.00047934290242141283","103:0.001875294207486583;105:0.001428490431417656","103:68;105:68","103:0.0014661550101347232;105:0.0013995484329719088","0.00537109375","0.020751953125","Yes"
"105","151.60485744593421","155.80182621340555","0.00732421875","0.010498046875","0.004150390625","2280","0.0002503095628889877","32","0.0002503095628889877","0","0.0002503095628889877","0.0002503095628889877","104:0.001428490431417656;106:0.0016869664909221482;117:0.0011838695334086824","104:68;106:68;117:68","104:0.0013995484329719088;106:0.0016234420116106874;117:0.0011174856835181601","0.00732421875","0.0068359375","Yes"
"106","163.39679635757838","230.6137297538997","0.009033203125","0.0146484375","0.00341796875","2280","0.0002596831576025165","32","0.0002596831576025165","0","0.0002596831576025165","0.0002596831576025165","107:0.0014540016832403635;105:0.0016869664909221482","107:68;105:68","107:0.002235291802703737;105:0.0016234420116106874","0.009033203125","0.003173828125","Yes"
"107","293.96206694835536","328.2329762183085","0.0469970703125","0.005615234375","0.08837890625","2280","0.00015509579919011557","32","0.00015509579919011557","0","0.00015509579919011557","0.00015509579919011557","106:0.0014540016832403635;108:0.0016361475686171023;97:0.0014563407943836426","106:68;108:68;97:68","106:0.002235291802703737;108:0.001571323070124253;97:0.001222431005943797","0.0469970703125","0.498046875","Yes"
"108","130.47192235461023","127.67788646643965","0.0091552734375","0.0126953125","0.005615234375","2280","0.000445098155836966","32","0.000445098155836966","0","0.000445098155836966","0.000445098155836966","107:0.0016361475686171023;109:0.0012877725169559429","107:68;109:68","107:0.001571323070124253;109:0.0010814900217153423","0.0091552734375","0.004150390625","Yes"
"109","207.4760587992866","216.37972245040112","0.00439453125","0.00634765625","0.00244140625","2280","0.00032516320937033477","32","0.00032516320937033477","0","0.00032516320937033477","0.00032516320937033477","108:0.0012877725169559429;110:0.0017301090553091258;118:0.0027531112203520447","108:68;110:68;118:68","108:0.0010814900217153423;110:0.0013748592855905573;118:0.003132798369925971","0.00439453125","0.0048828125","Yes"
"110","218.9619504728903","135.74790005962728","0.006591796875","0.008544921875","0.004638671875","2280","0.00022805805636281443","32","0.00022805805636281443","0","0.00022805805636281443","0.00022805805636281443","109:0.0017301090553091258;111:0.0022728987444511073","109:68;111:68","109:0.0013748592855905573;111:0.0015524350274713217","0.006591796875","0.00439453125","Yes"
"111","105.72262605667042","106.96640799371698","0.017333984375","0.0048828125","0.02978515625","2280","0.00026672278283015356","32","0.00026672278283015356","0","0.00026672278283015356","0.00026672278283015356","112:0.23956643554990298;110:0.0022728987444511073;98:0.002888111074195343","112:68;110:68;98:68","110:0.0015524350274713217;98:0.0014284124285670607","0.017333984375","0.02685546875","Yes"
"112","210.11403415770602","268.5959573185489","0.060791015625","0.09033203125","0.0244140625","2280","0.02953030224286797","32","0.02953030224286797","0","0.02953030224286797","0.02953030224286797","111:0.23956643554990298","111:68;113:68","","0.060791015625","0.086669921875","Yes"
"113","297.6997460955508","89.095600890344","0.130615234375","0.136962890625","0.124267578125","2280","","32","","0","","","119:0.018955397111991318;114:0.028715575375271446","119:68;112:68;114:68","119:0.012602100599237748;114:0.020169839961561825","0.130615234375","0.163818359375","Yes"
"114","221.11474195254604","31.445367988787805","0.0196533203125","0.0205078125","0.018798828125","2280","0.00019226061770271862","32","0.00019226061770271862","0","0.00019226061770271862","0.00019226061770271862","115:0.004448680357453688;113:0.028715575375271446","115:68;113:68","115:0.007379128369181781;113:0.020169839961561825","0.0196533203125","0.01171875","Yes"
"115","338.3008728363028","15.654714052232848","0.0135498046875","0.0107421875","0.016357421875","2280","0.0001927848267387445","32","0.0001927848267387445","0","0.0001927848267387445","0.0001927848267387445","99:0.018883793381831437;114:0.004448680357453688","99:68;114:68","99:0.01602729494444105;114:0.007379128369181781","0.0135498046875","0.112548828125","Yes"
"116","168.90362868328643","190.2263925347725","0.0218505859375","0.0283203125","0.015380859375","2280","0.0003269407404924403","32","0.0003269407404924403","0","0.0003269407404924403","0.0003269407404924403","101:0.002199723391427877;121:0.057615336530964345","101:68;121:68","101:0.0022271850009265293;121:0.059999031923755886","0.0218505859375","0.314453125","Yes"
"117","295.4345491991067","219.40302436656017","0.00439453125","0.005126953125","0.003662109375","2280","0.0006174973700570524","32","0.0006174973700570524","0","0.0006174973700570524","0.0006174973700570524","105:0.0011838695334086824;125:0.0012821169177807956","105:68;125:68","105:0.0011174856835181601;125:0.001273371522663047","0.00439453125","0.004150390625","Yes"
"118","264.5483536513995","154.0226905011365","0.006591796875","0.00927734375","0.00390625","2280","0.0001665166637316726","32","0.0001665166637316726","0","0.0001665166637316726","0.0001665166637316726","109:0.0027531112203520447;129:0.0016909839011333971","109:68;129:68","109:0.003132798369925971;129:0.0014151800943378867","0.006591796875","0.001953125","Yes"
"119","185.99181864691388","222.5747185313118","0.016845703125","0.020751953125","0.012939453125","2280","0.0006699446811312993","32","0.0006699446811312993","0","0.0006699446811312993","0.0006699446811312993","113:0.018955397111991318;133:0.08089635666100933","113:68;133:68","113:0.012602100599237748;133:0.038423047302726304","0.016845703125","0.01416015625","Yes"
"120","209.68252986873372","137.17928517474263","0.0262451171875","0.039794921875","0.0126953125","2280","0.000547083007619679","32","0.000547083007619679","0","0.000547083007619679","0.000547083007619679","121:0.11045337942782267","121:68","","0.0262451171875","0.006103515625","Yes"
"121","10.10022905106226","23.441565664514567","0.2945556640625","0.309814453125","0.279296875","2280","","32","","0","","","120:0.11045337942782267;122:0.04774844466425729;116:0.057615336530964345","120:68;122:68;116:68","122:0.05251801592459762;116:0.059999031923755886","0.2945556640625","0.288818359375","Yes"
"122","320.8525573500033","260.8166577198066","0.0059814453125","0.009521484375","0.00244140625","2280","0.00018793951091481304","32","0.00018793951091481304","0","0.00018793951091481304","0.00018793951091481304","121:0.04774844466425729;123:0.0016187573880565298","121:68;123:68","121:0.05251801592459762;123:0.001643660802403385","0.0059814453125","0.00537109375","Yes"
"123","203.82223280041046","21.342466286863182","0.00830078125","0.0078125","0.0087890625","2280","0.0002476656278438887","32","0.0002476656278438887","0","0.0002476656278438887","0.0002476656278438887","136:0.0020011740754567187;124:0.00179195872477253;122:0.0016187573880565298","136:68;124:68;122:68","136:0.001224299789757577;124:0.0018225861314492553;122:0.001643660802403385","0.00830078125","0.008056640625","Yes"
"124","326.2068452774524","159.04811824201158","0.0081787109375","0.010009765625","0.00634765625","2280","0.00020932713884165243","32","0.00020932713884165243","0","0.00020932713884165243","0.00020932713884165243","123:0.00179195872477253;125:0.0013388087536936044","123:68;125:68","123:0.0018225861314492553;125:0.0017739024857883756","0.0081787109375","0.008056640625","Yes"
"125","244.1045625433508","280.55160855616015","0.0220947265625","0.03173828125","0.012451171875","2280","0.00026796101817451543","32","0.00026796101817451543","0","0.00026796101817451543","0.00026796101817451543","117:0.0012821169177807956;124:0.0013388087536936044;126:0.0017044508503540057","117:68;124:68;126:68","117:0.001273371522663047;124:0.0017739024857883756;126:0.001339944129619547","0.0220947265625","0.139892578125","Yes"
"126","324.2754634704009","253.85806167491597","0.0047607421875","0.005126953125","0.00439453125","2280","0.00027591483464588196","32","0.00027591483464588196","0","0.00027591483464588196","0.00027591483464588196","127:0.001044023577373182;125:0.0017044508503540057","127:68;125:68","127:0.0014961992688126424;125:0.001339944129619547","0.0047607421875","0.031494140625","Yes"
"127","297.9202250379605","166.90331908491925","0.0665283203125","0.05078125","0.082275390625","2280","0.0006656472300547487","32","0.0006656472300547487","0","0.0006656472300547487","0.0006656472300547487","126:0.001044023577373182;128:0.001689124296310851;137:0.001001677679016516","126:68;128:68;137:68","126:0.0014961992688126424;128:0.0015294732213868845;137:0.0012217289195061432","0.0665283203125","0.413818359375","Yes"
"128","304.42925811893735","52.08904100210232","0.003662109375","0.004638671875","0.002685546875","2280","0.0002680153270239422","32","0.0002680153270239422","0","0.0002680153270239422","0.0002680153270239422","127:0.001689124296310851;129:0.0018353162709388027","127:68;129:68","127:0.0015294732213868845;129:0.001417541112330667","0.003662109375","0.006103515625","Yes"
"129","192.61740024476643","121.68908799691792","0.0213623046875","0.01416015625","0.0244140625","2280","0.0002965254249841451","32","0.0002965254249841451","0","0.0002965254249841451","0.0002965254249841451","130:0.005491329206376044;128:0.0018353162709388027;118:0.0016909839011333971","130:68;128:68;118:68","130:0.004303357342810704;128:0.001417541112330667;118:0.0014151800943378867","0.0213623046875","0.343017578125","Yes"
"130","299.57276006736","239.98497819895996","0.022216796875","0.03515625","0.00927734375","2280","0.00027014802944410807","32","0.00027014802944410807","0","0.00027014802944410807","0.00027014802944410807","129:0.005491329206376044","129:68;131:68","129:0.004303357342810704","0.022216796875","0.02197265625","Yes"
"131","61.8929638408341","68.99286756738279","0.134765625","0.171142578125","0.098388671875","2280","0.00088395984074848","32","0.00088395984074848","0","0.00088395984074848","0.00088395984074848","138:0.06097977725067591;132:0.0515269666592775","138:68;130:68;132:68","138:0.014108971590644503","0.134765625","0.18408203125","Yes"
"132","285.2980340918813","281.168073266313","0.00341796875","0.00537109375","0.00146484375","2280","0.0001730930393247764","32","0.0001730930393247764","0","0.0001730930393247764","0.0001730930393247764","133:0.0017232505237360363;131:0.0515269666592775","133:68;131:68","133:0.0019496022583042893","0.00341796875","0.00439453125","Yes"
"133","318.03320184144496","200.53543679901532","0.0048828125","0.007080078125","0.002685546875","2280","0.00029809837301686106","32","0.00029809837301686106","0","0.00029809837301686106","0.00029809837301686106","132:0.0017232505237360363;134:0.00155522511427017;119:0.08089635666100933","132:68;134:68;119:68","132:0.0019496022583042893;134:0.0017259941563517178;119:0.038423047302726304","0.0048828125","0.0068359375","Yes"
"134","320.23920319779535","94.61234066298317","0.004150390625","0.0078125","0.00048828125","2280","0.00022404817089017554","32","0.00022404817089017554","0","0.00022404817089017554","0.00022404817089017554","133:0.00155522511427017;135:0.0021949977391723663","133:68;135:68","133:0.0017259941563517178;135:0.001962101167535313","0.004150390625","0.016845703125","Yes"
"135","79.13839146216937","71.24999214977316","0.0118408203125","0.019287109375","0.00439453125","2280","0.0006390616580913068","32","0.0006390616580913068","0","0.0006390616580913068","0.0006390616580913068","134:0.0021949977391723663;139:0.0017649942315255407","134:68;139:68","134:0.001962101167535313;139:0.0019898976584911132","0.0118408203125","0.0205078125","Yes"
"136","207.5651650660137","308.3812488730871","0.0068359375","0.0107421875","0.0029296875","2280","0.0004276523777401522","32","0.0004276523777401522","0","0.0004276523777401522","0.0004276523777401522","123:0.0020011740754567187;143:0.001981067708429235","123:68;143:68","123:0.001224299789757577;143:0.0033426062100759824","0.0068359375","0.007080078125","Yes"
"137","426.5912661126362","14.98822516762499","0.01904296875","0.02685546875","0.01123046875","2280","0.0002889915429673364","32","0.0002889915429673364","0","0.0002889915429673364","0.0002889915429673364","147:0.002502406527226053;127:0.001001677679016516","147:68;127:68","147:0.0027108913316297722;127:0.0012217289195061432","0.01904296875","0.01904296875","Yes"
"138","314.61750761318524","123.18559549989315","0.006103515625","0.006103515625","0.006103515625","2280","0.00009951398132248919","32","0.00009951398132248919","0","0.00009951398132248919","0.00009951398132248919","151:0.0014753860671176122;131:0.06097977725067591","151:80;131:68","151:0.0021421592542518464;131:0.014108971590644503","0.006103515625","0.008056640625","Yes"
"139","234.33399678039027","18.437225744081392","0.012939453125","0.018798828125","0.007080078125","2280","0.00029740504791407927","32","0.00029740504791407927","0","0.00029740504791407927","0.00029740504791407927","155:0.0011940786546347504;135:0.0017649942315255407","155:68;135:68","155:0.0018505624233777496;135:0.0019898976584911132","0.012939453125","0.0126953125","Yes"
"140","276.2400983130562","392.85177075764983","0.013671875","0.0126953125","0.0146484375","2280","0.00033551560080432344","32","0.00033551560080432344","0","0.00033551560080432344","0.00033551560080432344","141:0.001233725167710531","141:68","141:0.0010752478883516436","0.013671875","0.00634765625","Yes"
"141","271.73391606763863","147.34829751635078","0.0030517578125","0.003173828125","0.0029296875","2280","0.00011343065231363391","32","0.00011343065231363391","0","0.00011343065231363391","0.00011343065231363391","140:0.001233725167710531;142:0.0009267810428766621","140:68;142:68","140:0.0010752478883516436;142:0.0012011938941048628","0.0030517578125","0.017822265625","Yes"
"142","294.93374864831003","183.50307608047208","0.0084228515625","0.00830078125","0.008544921875","2280","0.00022423285350050157","32","0.00022423285350050157","0","0.00022423285350050157","0.00022423285350050157","143:0.001207938896224614;141:0.0009267810428766621","143:68;141:68","143:0.0019893361748815896;141:0.0012011938941048628","0.0084228515625","0.01025390625","Yes"
"143","234.5116331679795","40.33995284644198","0.0098876953125","0.009521484375","0.01025390625","2280","0.00022127362370670523","32","0.00022127362370670523","0","0.00022127362370670523","0.00022127362370670523","142:0.001207938896224614;144:0.0015202371658520897;136:0.001981067708429235","142:68;144:68;136:68","142:0.0019893361748815896;144:0.001335637268564338;136:0.0033426062100759824","0.0098876953125","0.036865234375","Yes"
"144","274.75865382480146","173.49861315925284","0.009521484375","0.0078125","0.01123046875","2280","0.00013392526213947656","32","0.00013392526213947656","0","0.00013392526213947656","0.00013392526213947656","145:0.004355102533755956;143:0.0015202371658520897","145:68;143:68","145:0.004956724330964668;143:0.001335637268564338","0.009521484375","0.0126953125","Yes"
"145","325.1512204092268","128.94378965209992","0.0146484375","0.01171875","0.017578125","2280","0.0013760320708414678","32","0.0013760320708414678","0","0.0013760320708414678","0.0013760320708414678","144:0.004355102533755956","144:68;146:68","144:0.004956724330964668","0.0146484375","0.1123046875","Yes"
"146","","","0.50830078125","0.47314453125","0.50732421875","2280","","32","","0","","","","145:68;147:68","","0.50830078125","0.5","Yes"
"147","340.345297243621","77.13451572081699","0.0272216796875","0.022705078125","0.03173828125","2280","0.0015782416474201934","32","0.0015782416474201934","0","0.0015782416474201934","0.0015782416474201934","148:0.0026258945339333872;137:0.002502406527226053","148:68;137:68;146:68","148:0.0025207335362957273;137:0.0027108913316297722","0.0272216796875","0.020263671875","Yes"
"148","185.09604465050577","168.85998672904643","0.0064697265625","0.009765625","0.003173828125","2280","0.0001180073561042416","32","0.0001180073561042416","0","0.0001180073561042416","0.0001180073561042416","147:0.0026258945339333872;149:0.0020587195519947976","147:68;149:68","147:0.0025207335362957273;149:0.0023445995389421437","0.0064697265625","0.002685546875","Yes"
"149","319.8084872005643","244.30977029289056","0.00390625","0.005615234375","0.002197265625","2280","0.00021033297282923961","32","0.00021033297282923961","0","0.00021033297282923961","0.00021033297282923961","150:0.0018744372753616567;148:0.0020587195519947976","150:68;148:68","150:0.0017682749355533989;148:0.0023445995389421437","0.00390625","0.00341796875","Yes"
"150","384.4018672164172","474.4321912644578","0.0093994140625","0.011962890625","0.0068359375","2280","0.0002924753346788951","32","0.0002924753346788951","0","0.0002924753346788951","0.0002924753346788951","149:0.0018744372753616567;151:0.001866592604311157","149:68;151:68","149:0.0017682749355533989;151:0.0016407807529586205","0.0093994140625","0.00927734375","Yes"
"151","224.3513478137295","187.40820576185425","0.0048828125","0.004638671875","0.005126953125","2280","0.0002155618314149864","32","0.0002155618314149864","0","0.0002155618314149864","0.0002155618314149864","138:0.0014753860671176122;152:0.0013114881007243173;150:0.001866592604311157","138:80;152:68;150:68","138:0.0021421592542518464;152:0.0013802219287799011;150:0.0016407807529586205","0.0048828125","0.0048828125","Yes"
"152","333.4673454962151","88.60419510065853","0.0079345703125","0.01123046875","0.004638671875","2280","0.00017198273069435276","32","0.00017198273069435276","0","0.00017198273069435276","0.00017198273069435276","151:0.0013114881007243173;153:0.0038364444408857112","151:68;153:68","151:0.0013802219287799011;153:0.0019525649928075206","0.0079345703125","0.013671875","Yes"
"153","267.9470846192731","207.38322921789472","0.0140380859375","0.0087890625","0.019287109375","2280","0.0002668797198866875","32","0.0002668797198866875","0","0.0002668797198866875","0.0002668797198866875","152:0.0038364444408857112;154:0.003109589143224706","152:68;154:68","152:0.0019525649928075206;154:0.001574860005244788","0.0140380859375","0.01123046875","Yes"
"154","220.33763681880941","137.24583879220592","0.0086669921875","0.010498046875","0.0068359375","2280","0.0002543990715529477","32","0.0002543990715529477","0","0.0002543990715529477","0.0002543990715529477","153:0.003109589143224706;155:0.0018113024337754469","153:68;155:68","153:0.001574860005244788;155:0.0018839177918058003","0.0086669921875","0.141845703125","Yes"
"155","205.4864085694903","184.2949310611991","0.0076904296875","0.005126953125","0.01025390625","2280","0.0001508076930476012","32","0.0001508076930476012","0","0.0001508076930476012","0.0001508076930476012","139:0.0011940786546347504;154:0.0018113024337754469","139:68;154:68","139:0.0018505624233777496;154:0.0018839177918058003","0.0076904296875","0.01904296875","Yes"